"GEOID","NAME","variable","estimate","moe"
"060375545223","Block Group 3, Census Tract 5545.22, Los Angeles County, California","B19013_001",93906,15701
"060375546001","Block Group 1, Census Tract 5546, Los Angeles County, California","B19013_001",77917,24861
"060375546002","Block Group 2, Census Tract 5546, Los Angeles County, California","B19013_001",89636,19021
"060375547001","Block Group 1, Census Tract 5547, Los Angeles County, California","B19013_001",74464,23489
"060375547002","Block Group 2, Census Tract 5547, Los Angeles County, California","B19013_001",93750,28338
"060375547003","Block Group 3, Census Tract 5547, Los Angeles County, California","B19013_001",92159,13368
"060375548011","Block Group 1, Census Tract 5548.01, Los Angeles County, California","B19013_001",49773,17383
"060375548012","Block Group 2, Census Tract 5548.01, Los Angeles County, California","B19013_001",117292,54891
"060375548021","Block Group 1, Census Tract 5548.02, Los Angeles County, California","B19013_001",95774,19591
"060375548022","Block Group 2, Census Tract 5548.02, Los Angeles County, California","B19013_001",99234,21917
"060375548023","Block Group 3, Census Tract 5548.02, Los Angeles County, California","B19013_001",85658,72401
"060375549001","Block Group 1, Census Tract 5549, Los Angeles County, California","B19013_001",121389,22561
"060375549002","Block Group 2, Census Tract 5549, Los Angeles County, California","B19013_001",95440,31425
"060375549003","Block Group 3, Census Tract 5549, Los Angeles County, California","B19013_001",69226,55074
"060375549004","Block Group 4, Census Tract 5549, Los Angeles County, California","B19013_001",73056,20800
"060375549005","Block Group 5, Census Tract 5549, Los Angeles County, California","B19013_001",49102,47255
"060375550011","Block Group 1, Census Tract 5550.01, Los Angeles County, California","B19013_001",72778,30415
"060375550012","Block Group 2, Census Tract 5550.01, Los Angeles County, California","B19013_001",83750,67107
"060375550013","Block Group 3, Census Tract 5550.01, Los Angeles County, California","B19013_001",52000,35332
"060375550014","Block Group 4, Census Tract 5550.01, Los Angeles County, California","B19013_001",119297,16015
"060375550021","Block Group 1, Census Tract 5550.02, Los Angeles County, California","B19013_001",55500,40412
"060375550022","Block Group 2, Census Tract 5550.02, Los Angeles County, California","B19013_001",75521,13172
"060375551051","Block Group 1, Census Tract 5551.05, Los Angeles County, California","B19013_001",79759,30418
"060375551052","Block Group 2, Census Tract 5551.05, Los Angeles County, California","B19013_001",90250,37067
"060375551053","Block Group 3, Census Tract 5551.05, Los Angeles County, California","B19013_001",86023,69394
"060375551054","Block Group 4, Census Tract 5551.05, Los Angeles County, California","B19013_001",104901,23221
"060375551061","Block Group 1, Census Tract 5551.06, Los Angeles County, California","B19013_001",84801,15870
"060375551062","Block Group 2, Census Tract 5551.06, Los Angeles County, California","B19013_001",52321,30674
"060375551071","Block Group 1, Census Tract 5551.07, Los Angeles County, California","B19013_001",110682,23736
"060375551072","Block Group 2, Census Tract 5551.07, Los Angeles County, California","B19013_001",81705,32302
"060375551073","Block Group 3, Census Tract 5551.07, Los Angeles County, California","B19013_001",87775,19488
"060375552021","Block Group 1, Census Tract 5552.02, Los Angeles County, California","B19013_001",160417,87365
"060375552022","Block Group 2, Census Tract 5552.02, Los Angeles County, California","B19013_001",167895,65211
"060375552111","Block Group 1, Census Tract 5552.11, Los Angeles County, California","B19013_001",116750,71757
"060375552112","Block Group 2, Census Tract 5552.11, Los Angeles County, California","B19013_001",60326,12589
"060375552113","Block Group 3, Census Tract 5552.11, Los Angeles County, California","B19013_001",54141,32323
"060375552121","Block Group 1, Census Tract 5552.12, Los Angeles County, California","B19013_001",92516,56876
"060375552122","Block Group 2, Census Tract 5552.12, Los Angeles County, California","B19013_001",66618,5629
"060375553001","Block Group 1, Census Tract 5553, Los Angeles County, California","B19013_001",101000,42097
"060375553002","Block Group 2, Census Tract 5553, Los Angeles County, California","B19013_001",113750,32611
"060375553003","Block Group 3, Census Tract 5553, Los Angeles County, California","B19013_001",26900,15964
"060375553004","Block Group 4, Census Tract 5553, Los Angeles County, California","B19013_001",106534,7630
"060375700011","Block Group 1, Census Tract 5700.01, Los Angeles County, California","B19013_001",104375,78983
"060375700012","Block Group 2, Census Tract 5700.01, Los Angeles County, California","B19013_001",113571,47679
"060375700013","Block Group 3, Census Tract 5700.01, Los Angeles County, California","B19013_001",89215,38598
"060375700014","Block Group 4, Census Tract 5700.01, Los Angeles County, California","B19013_001",133833,102244
"060375700021","Block Group 1, Census Tract 5700.02, Los Angeles County, California","B19013_001",109516,11772
"060375700022","Block Group 2, Census Tract 5700.02, Los Angeles County, California","B19013_001",107625,19503
"060375700023","Block Group 3, Census Tract 5700.02, Los Angeles County, California","B19013_001",115735,27884
"060375700031","Block Group 1, Census Tract 5700.03, Los Angeles County, California","B19013_001",109688,39984
"060375700032","Block Group 2, Census Tract 5700.03, Los Angeles County, California","B19013_001",95000,74396
"060375700033","Block Group 3, Census Tract 5700.03, Los Angeles County, California","B19013_001",115441,2433
"060375700034","Block Group 4, Census Tract 5700.03, Los Angeles County, California","B19013_001",96903,50689
"060375701001","Block Group 1, Census Tract 5701, Los Angeles County, California","B19013_001",88977,8809
"060375701002","Block Group 2, Census Tract 5701, Los Angeles County, California","B19013_001",83059,21040
"060375702021","Block Group 1, Census Tract 5702.02, Los Angeles County, California","B19013_001",NA,NA
"060375702022","Block Group 2, Census Tract 5702.02, Los Angeles County, California","B19013_001",93846,70848
"060375702023","Block Group 3, Census Tract 5702.02, Los Angeles County, California","B19013_001",NA,NA
"060375702024","Block Group 4, Census Tract 5702.02, Los Angeles County, California","B19013_001",72250,54638
"060375702025","Block Group 5, Census Tract 5702.02, Los Angeles County, California","B19013_001",70469,16008
"060375702031","Block Group 1, Census Tract 5702.03, Los Angeles County, California","B19013_001",58185,25206
"060375702032","Block Group 2, Census Tract 5702.03, Los Angeles County, California","B19013_001",59583,27620
"060375702041","Block Group 1, Census Tract 5702.04, Los Angeles County, California","B19013_001",47235,12647
"060375702042","Block Group 2, Census Tract 5702.04, Los Angeles County, California","B19013_001",75109,35829
"060375703031","Block Group 1, Census Tract 5703.03, Los Angeles County, California","B19013_001",54392,25414
"060375703032","Block Group 2, Census Tract 5703.03, Los Angeles County, California","B19013_001",53401,21090
"060375703041","Block Group 1, Census Tract 5703.04, Los Angeles County, California","B19013_001",41250,12847
"060375703042","Block Group 2, Census Tract 5703.04, Los Angeles County, California","B19013_001",54192,12350
"060375703043","Block Group 3, Census Tract 5703.04, Los Angeles County, California","B19013_001",51905,12155
"060375703051","Block Group 1, Census Tract 5703.05, Los Angeles County, California","B19013_001",40758,9749
"060375703052","Block Group 2, Census Tract 5703.05, Los Angeles County, California","B19013_001",NA,NA
"060375703061","Block Group 1, Census Tract 5703.06, Los Angeles County, California","B19013_001",52563,33958
"060375703062","Block Group 2, Census Tract 5703.06, Los Angeles County, California","B19013_001",NA,NA
"060375704021","Block Group 1, Census Tract 5704.02, Los Angeles County, California","B19013_001",53950,18305
"060375704022","Block Group 2, Census Tract 5704.02, Los Angeles County, California","B19013_001",98750,22875
"060375704023","Block Group 3, Census Tract 5704.02, Los Angeles County, California","B19013_001",76023,26080
"060375704031","Block Group 1, Census Tract 5704.03, Los Angeles County, California","B19013_001",60272,12909
"060375704032","Block Group 2, Census Tract 5704.03, Los Angeles County, California","B19013_001",51603,5565
"060375704033","Block Group 3, Census Tract 5704.03, Los Angeles County, California","B19013_001",59901,16369
"060375704041","Block Group 1, Census Tract 5704.04, Los Angeles County, California","B19013_001",71705,45479
"060375704042","Block Group 2, Census Tract 5704.04, Los Angeles County, California","B19013_001",61000,23927
"060375705021","Block Group 1, Census Tract 5705.02, Los Angeles County, California","B19013_001",82218,11393
"060375705022","Block Group 2, Census Tract 5705.02, Los Angeles County, California","B19013_001",59211,38528
"060375705023","Block Group 3, Census Tract 5705.02, Los Angeles County, California","B19013_001",53833,35447
"060375705024","Block Group 4, Census Tract 5705.02, Los Angeles County, California","B19013_001",NA,NA
"060375705031","Block Group 1, Census Tract 5705.03, Los Angeles County, California","B19013_001",84978,25338
"060375705032","Block Group 2, Census Tract 5705.03, Los Angeles County, California","B19013_001",54082,18336
"060375705041","Block Group 1, Census Tract 5705.04, Los Angeles County, California","B19013_001",61250,37922
"060375705042","Block Group 2, Census Tract 5705.04, Los Angeles County, California","B19013_001",59688,51691
"060375706011","Block Group 1, Census Tract 5706.01, Los Angeles County, California","B19013_001",74219,30326
"060375706012","Block Group 2, Census Tract 5706.01, Los Angeles County, California","B19013_001",70515,10937
"060375706013","Block Group 3, Census Tract 5706.01, Los Angeles County, California","B19013_001",62057,44235
"060375706021","Block Group 1, Census Tract 5706.02, Los Angeles County, California","B19013_001",54647,16986
"060375706022","Block Group 2, Census Tract 5706.02, Los Angeles County, California","B19013_001",106989,24576
"060375706023","Block Group 3, Census Tract 5706.02, Los Angeles County, California","B19013_001",67292,45703
"060375706024","Block Group 4, Census Tract 5706.02, Los Angeles County, California","B19013_001",47679,29021
"060375706031","Block Group 1, Census Tract 5706.03, Los Angeles County, California","B19013_001",66250,10841
"060375706032","Block Group 2, Census Tract 5706.03, Los Angeles County, California","B19013_001",35054,3983
"060375706033","Block Group 3, Census Tract 5706.03, Los Angeles County, California","B19013_001",38750,22319
"060375707011","Block Group 1, Census Tract 5707.01, Los Angeles County, California","B19013_001",118750,36430
"060375707012","Block Group 2, Census Tract 5707.01, Los Angeles County, California","B19013_001",77563,10295
"060375707013","Block Group 3, Census Tract 5707.01, Los Angeles County, California","B19013_001",135481,59041
"060375707014","Block Group 4, Census Tract 5707.01, Los Angeles County, California","B19013_001",170051,112211
"060375707015","Block Group 5, Census Tract 5707.01, Los Angeles County, California","B19013_001",93149,31444
"060375707031","Block Group 1, Census Tract 5707.03, Los Angeles County, California","B19013_001",122955,32293
"060375707032","Block Group 2, Census Tract 5707.03, Los Angeles County, California","B19013_001",106250,25062
